method,split,task,family,mean_success,ci95_success,mean_invalid_plan,ci95_invalid_plan,mean_collision_trap,ci95_collision_trap,mean_support_failure,ci95_support_failure,mean_topology_f1,ci95_topology_f1,mean_detection_latency,ci95_detection_latency,mean_replan_cost,ci95_replan_cost,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
proposed_topology_change_detector,perception_noise_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.7075,0.0429,0.1752,0.0370,0.1054,0.0107,0.0425,0.0215,0.6735,0.0458,0.3842,0.0115,0.1799,0.0058,0.4894,0.0590,7,0.1190
proposed_topology_change_detector,perception_noise_shift,shelf_retrieval,kinematic_trap_creation,0.6922,0.0497,0.2058,0.0291,0.1259,0.0391,0.0357,0.0204,0.6582,0.0273,0.3925,0.0170,0.1790,0.0024,0.5299,0.0628,7,0.1173
proposed_topology_change_detector,perception_noise_shift,shelf_retrieval,object_stack_dependency_flip,0.7041,0.0563,0.2024,0.0374,0.1344,0.0189,0.0731,0.0119,0.6463,0.0300,0.3952,0.0057,0.1855,0.0040,0.5821,0.0475,7,0.1310
proposed_topology_change_detector,perception_noise_shift,shelf_retrieval,occlusion_reveal_hide,0.7058,0.0440,0.1905,0.0297,0.1054,0.0307,0.0170,0.0112,0.6190,0.0345,0.4014,0.0089,0.1799,0.0061,0.4757,0.0387,7,0.0969
proposed_topology_change_detector,perception_noise_shift,shelf_retrieval,passage_closure_opening,0.7075,0.0301,0.1871,0.0167,0.1071,0.0176,0.0340,0.0079,0.6361,0.0325,0.4087,0.0121,0.1764,0.0033,0.4890,0.0301,7,0.1037
proposed_topology_change_detector,perception_noise_shift,shelf_retrieval,reachable_component_split_merge,0.7245,0.0180,0.2143,0.0322,0.1310,0.0216,0.0272,0.0132,0.6480,0.0548,0.3989,0.0067,0.1750,0.0051,0.5297,0.0393,7,0.1207
proposed_topology_change_detector,perception_noise_shift,shelf_retrieval,support_removal,0.6905,0.0404,0.1871,0.0174,0.1293,0.0376,0.0952,0.0255,0.6446,0.0365,0.3916,0.0131,0.1785,0.0057,0.5797,0.0439,7,0.1480
proposed_topology_change_detector,perception_noise_shift,shelf_retrieval,tool_access_tunnel_blockage,0.6922,0.0436,0.1888,0.0148,0.1071,0.0239,0.0289,0.0160,0.6327,0.0290,0.3941,0.0098,0.1783,0.0033,0.4869,0.0408,7,0.1293
proposed_topology_change_detector,perception_noise_shift,support_dependency_rearrangement,kinematic_trap_creation,0.6854,0.0387,0.2194,0.0283,0.1344,0.0226,0.0442,0.0214,0.6633,0.0232,0.3893,0.0076,0.1789,0.0024,0.5596,0.0471,7,0.1361
proposed_topology_change_detector,perception_noise_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.7075,0.0519,0.2466,0.0457,0.1480,0.0387,0.0714,0.0233,0.6378,0.0325,0.4037,0.0095,0.1779,0.0033,0.6253,0.0180,7,0.1071
proposed_topology_change_detector,perception_noise_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.6837,0.0377,0.2024,0.0322,0.1241,0.0313,0.0476,0.0144,0.6599,0.0283,0.3962,0.0115,0.1802,0.0063,0.5388,0.0290,7,0.1446
proposed_topology_change_detector,perception_noise_shift,support_dependency_rearrangement,passage_closure_opening,0.7024,0.0426,0.2041,0.0241,0.1378,0.0333,0.0306,0.0112,0.6990,0.0317,0.3909,0.0078,0.1813,0.0059,0.5385,0.0371,7,0.1020
proposed_topology_change_detector,perception_noise_shift,support_dependency_rearrangement,reachable_component_split_merge,0.6701,0.0355,0.2092,0.0438,0.1531,0.0290,0.0561,0.0258,0.6395,0.0329,0.3990,0.0129,0.1778,0.0032,0.5829,0.0656,7,0.1888
proposed_topology_change_detector,perception_noise_shift,support_dependency_rearrangement,support_removal,0.7211,0.0349,0.2194,0.0341,0.1429,0.0279,0.0782,0.0152,0.6837,0.0349,0.3900,0.0166,0.1784,0.0059,0.6042,0.0615,7,0.1327
proposed_topology_change_detector,perception_noise_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.7007,0.0362,0.1803,0.0320,0.0952,0.0310,0.0408,0.0190,0.6446,0.0575,0.4027,0.0125,0.1846,0.0033,0.4854,0.0451,7,0.1156
risk_aware_robust_replanner,combined_stress,drawer_occluder_access,kinematic_trap_creation,0.4558,0.0493,0.4388,0.0224,0.2075,0.0349,0.1514,0.0220,0.3248,0.0268,0.7560,0.0163,0.2612,0.0046,1.0213,0.0473,7,0.3724
risk_aware_robust_replanner,combined_stress,drawer_occluder_access,object_stack_dependency_flip,0.4541,0.0510,0.4167,0.0404,0.2211,0.0491,0.1888,0.0393,0.3673,0.0457,0.7663,0.0121,0.2620,0.0033,1.0575,0.0731,7,0.3810
risk_aware_robust_replanner,combined_stress,drawer_occluder_access,occlusion_reveal_hide,0.4575,0.0287,0.4099,0.0329,0.1939,0.0387,0.1156,0.0248,0.3520,0.0259,0.7747,0.0065,0.2593,0.0032,0.9423,0.0567,7,0.3469
risk_aware_robust_replanner,combined_stress,drawer_occluder_access,passage_closure_opening,0.4983,0.0436,0.3912,0.0200,0.1973,0.0337,0.1276,0.0344,0.3282,0.0363,0.7544,0.0098,0.2604,0.0034,0.9439,0.0490,7,0.3554
risk_aware_robust_replanner,combined_stress,drawer_occluder_access,reachable_component_split_merge,0.4677,0.0248,0.3912,0.0369,0.1922,0.0257,0.1259,0.0416,0.3350,0.0588,0.7582,0.0081,0.2582,0.0046,0.9342,0.0618,7,0.3810
risk_aware_robust_replanner,combined_stress,drawer_occluder_access,support_removal,0.4660,0.0290,0.4116,0.0493,0.2415,0.0452,0.2126,0.0312,0.3418,0.0214,0.7523,0.0088,0.2599,0.0041,1.0986,0.0765,7,0.3673
risk_aware_robust_replanner,combined_stress,drawer_occluder_access,tool_access_tunnel_blockage,0.4745,0.0448,0.3946,0.0119,0.1837,0.0249,0.1310,0.0135,0.3639,0.0480,0.7709,0.0106,0.2589,0.0049,0.9338,0.0302,7,0.3554
risk_aware_robust_replanner,combined_stress,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.4796,0.0793,0.4388,0.0421,0.2364,0.0294,0.1514,0.0304,0.3605,0.0466,0.7715,0.0117,0.2569,0.0038,1.0488,0.0453,7,0.3333
risk_aware_robust_replanner,combined_stress,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.5136,0.0336,0.4235,0.0317,0.2551,0.0480,0.2177,0.0387,0.3265,0.0221,0.7649,0.0155,0.2612,0.0046,1.1304,0.0780,7,0.3350
risk_aware_robust_replanner,combined_stress,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.4626,0.0535,0.3588,0.0324,0.1956,0.0249,0.1378,0.0209,0.3707,0.0290,0.7740,0.0087,0.2580,0.0025,0.9228,0.0193,7,0.3214
risk_aware_robust_replanner,combined_stress,mobile_manipulation_movable_obstacles,passage_closure_opening,0.4813,0.0377,0.4218,0.0360,0.2415,0.0313,0.1173,0.0213,0.3639,0.0370,0.7590,0.0135,0.2598,0.0068,1.0072,0.0455,7,0.3503
risk_aware_robust_replanner,combined_stress,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.4422,0.0252,0.4524,0.0748,0.2602,0.0336,0.1599,0.0360,0.3469,0.0362,0.7578,0.0108,0.2634,0.0059,1.1020,0.0614,7,0.3707
risk_aware_robust_replanner,combined_stress,mobile_manipulation_movable_obstacles,support_removal,0.4218,0.0249,0.4167,0.0334,0.2415,0.0387,0.1956,0.0243,0.3248,0.0273,0.7636,0.0150,0.2606,0.0034,1.0858,0.0680,7,0.4133
risk_aware_robust_replanner,combined_stress,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.4405,0.0553,0.3878,0.0283,0.2194,0.0292,0.1514,0.0373,0.3622,0.0296,0.7535,0.0088,0.2563,0.0060,0.9861,0.0580,7,0.3333
risk_aware_robust_replanner,combined_stress,narrow_passage_bin_pick,kinematic_trap_creation,0.4830,0.0555,0.4490,0.0253,0.2381,0.0356,0.1514,0.0321,0.3776,0.0268,0.7652,0.0095,0.2608,0.0029,1.0632,0.0798,7,0.3588
risk_aware_robust_replanner,combined_stress,narrow_passage_bin_pick,object_stack_dependency_flip,0.4813,0.0374,0.4507,0.0236,0.2313,0.0296,0.1820,0.0232,0.3010,0.0370,0.7624,0.0095,0.2594,0.0029,1.0879,0.0459,7,0.3469
risk_aware_robust_replanner,combined_stress,narrow_passage_bin_pick,occlusion_reveal_hide,0.4745,0.0257,0.4167,0.0447,0.2211,0.0426,0.1037,0.0287,0.3503,0.0203,0.7698,0.0135,0.2586,0.0038,0.9649,0.0462,7,0.3350
risk_aware_robust_replanner,combined_stress,narrow_passage_bin_pick,passage_closure_opening,0.4609,0.0650,0.4133,0.0380,0.2364,0.0347,0.1156,0.0304,0.3690,0.0576,0.7597,0.0161,0.2618,0.0041,0.9946,0.0704,7,0.3503
risk_aware_robust_replanner,combined_stress,narrow_passage_bin_pick,reachable_component_split_merge,0.4677,0.0258,0.4558,0.0466,0.2670,0.0292,0.1667,0.0233,0.3520,0.0432,0.7560,0.0189,0.2556,0.0054,1.1117,0.0497,7,0.3980
risk_aware_robust_replanner,combined_stress,narrow_passage_bin_pick,support_removal,0.4983,0.0533,0.4354,0.0443,0.2364,0.0246,0.1939,0.0174,0.3622,0.0349,0.7634,0.0109,0.2597,0.0030,1.0933,0.0546,7,0.3435
risk_aware_robust_replanner,combined_stress,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.4609,0.0313,0.4116,0.0209,0.2228,0.0397,0.1429,0.0345,0.3282,0.0133,0.7686,0.0123,0.2562,0.0022,1.0011,0.0533,7,0.3588
risk_aware_robust_replanner,combined_stress,shelf_retrieval,kinematic_trap_creation,0.4405,0.0401,0.4082,0.0466,0.2041,0.0386,0.1480,0.0196,0.3435,0.0172,0.7576,0.0162,0.2593,0.0026,0.9861,0.0545,7,0.3980
risk_aware_robust_replanner,combined_stress,shelf_retrieval,object_stack_dependency_flip,0.4643,0.0228,0.4320,0.0571,0.2330,0.0573,0.1701,0.0182,0.3469,0.0402,0.7724,0.0113,0.2555,0.0076,1.0576,0.0835,7,0.3537
risk_aware_robust_replanner,combined_stress,shelf_retrieval,occlusion_reveal_hide,0.4881,0.0255,0.3980,0.0274,0.1871,0.0493,0.1327,0.0281,0.3316,0.0328,0.7685,0.0088,0.2585,0.0025,0.9419,0.0707,7,0.2942
risk_aware_robust_replanner,combined_stress,shelf_retrieval,passage_closure_opening,0.5068,0.0480,0.4235,0.0426,0.2143,0.0255,0.1105,0.0248,0.3946,0.0393,0.7584,0.0188,0.2577,0.0053,0.9694,0.0278,7,0.3384
risk_aware_robust_replanner,combined_stress,shelf_retrieval,reachable_component_split_merge,0.4932,0.0387,0.4184,0.0635,0.2347,0.0263,0.1276,0.0111,0.3486,0.0699,0.7696,0.0144,0.2562,0.0046,1.0039,0.0400,7,0.3469
risk_aware_robust_replanner,combined_stress,shelf_retrieval,support_removal,0.4898,0.0358,0.4422,0.0307,0.2636,0.0389,0.1956,0.0377,0.3350,0.0554,0.7545,0.0073,0.2631,0.0041,1.1342,0.0607,7,0.3827
risk_aware_robust_replanner,combined_stress,shelf_retrieval,tool_access_tunnel_blockage,0.4898,0.0424,0.4065,0.0332,0.2058,0.0329,0.1463,0.0446,0.3333,0.0569,0.7537,0.0154,0.2557,0.0056,0.9811,0.1031,7,0.3095
risk_aware_robust_replanner,combined_stress,support_dependency_rearrangement,kinematic_trap_creation,0.4677,0.0521,0.4269,0.0236,0.2602,0.0487,0.1361,0.0452,0.3418,0.0413,0.7604,0.0141,0.2599,0.0047,1.0518,0.0934,7,0.3980
risk_aware_robust_replanner,combined_stress,support_dependency_rearrangement,object_stack_dependency_flip,0.4660,0.0563,0.4252,0.0485,0.2398,0.0276,0.1956,0.0313,0.3197,0.0382,0.7719,0.0075,0.2600,0.0044,1.0906,0.0781,7,0.3741
risk_aware_robust_replanner,combined_stress,support_dependency_rearrangement,occlusion_reveal_hide,0.4711,0.0269,0.4116,0.0526,0.2160,0.0156,0.1054,0.0206,0.3384,0.0352,0.7791,0.0142,0.2602,0.0034,0.9584,0.0359,7,0.3520
risk_aware_robust_replanner,combined_stress,support_dependency_rearrangement,passage_closure_opening,0.4660,0.0290,0.4099,0.0578,0.2296,0.0313,0.1599,0.0397,0.3469,0.0224,0.7569,0.0094,0.2630,0.0048,1.0318,0.0799,7,0.3741
risk_aware_robust_replanner,combined_stress,support_dependency_rearrangement,reachable_component_split_merge,0.5000,0.0628,0.4303,0.0246,0.2262,0.0334,0.1361,0.0381,0.3299,0.0226,0.7687,0.0109,0.2584,0.0037,1.0158,0.0177,7,0.3282
risk_aware_robust_replanner,combined_stress,support_dependency_rearrangement,support_removal,0.5102,0.0482,0.4388,0.0303,0.2228,0.0268,0.2228,0.0296,0.3588,0.0252,0.7695,0.0085,0.2563,0.0054,1.1082,0.0436,7,0.3418
risk_aware_robust_replanner,combined_stress,support_dependency_rearrangement,tool_access_tunnel_blockage,0.4575,0.0461,0.4405,0.0546,0.2024,0.0274,0.1412,0.0139,0.3707,0.0351,0.7517,0.0153,0.2626,0.0060,1.0079,0.0586,7,0.3673
risk_aware_robust_replanner,delayed_change_shift,drawer_occluder_access,kinematic_trap_creation,0.5153,0.0431,0.3520,0.0407,0.1922,0.0241,0.1241,0.0309,0.3827,0.0316,0.7716,0.0079,0.2400,0.0056,0.8809,0.0254,7,0.3452
risk_aware_robust_replanner,delayed_change_shift,drawer_occluder_access,object_stack_dependency_flip,0.4847,0.0400,0.4031,0.0421,0.1786,0.0486,0.1344,0.0387,0.3759,0.0461,0.7541,0.0162,0.2437,0.0030,0.9238,0.0891,7,0.3197
risk_aware_robust_replanner,delayed_change_shift,drawer_occluder_access,occlusion_reveal_hide,0.5629,0.0366,0.3401,0.0190,0.1752,0.0291,0.1003,0.0426,0.3963,0.0237,0.7739,0.0138,0.2401,0.0052,0.8272,0.0682,7,0.2432
risk_aware_robust_replanner,delayed_change_shift,drawer_occluder_access,passage_closure_opening,0.4966,0.0268,0.3895,0.0425,0.1718,0.0278,0.0969,0.0230,0.4371,0.0493,0.7754,0.0067,0.2435,0.0041,0.8652,0.0550,7,0.3333
risk_aware_robust_replanner,delayed_change_shift,drawer_occluder_access,reachable_component_split_merge,0.5153,0.0337,0.3622,0.0329,0.1973,0.0292,0.1190,0.0197,0.3759,0.0576,0.7843,0.0120,0.2413,0.0043,0.8912,0.0307,7,0.3231
risk_aware_robust_replanner,delayed_change_shift,drawer_occluder_access,support_removal,0.5374,0.0339,0.3776,0.0214,0.1888,0.0439,0.1327,0.0187,0.4269,0.0339,0.7706,0.0091,0.2405,0.0035,0.9084,0.0825,7,0.2806
risk_aware_robust_replanner,delayed_change_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.5425,0.0394,0.3554,0.0369,0.1769,0.0257,0.0901,0.0264,0.3793,0.0484,0.7728,0.0149,0.2425,0.0030,0.8338,0.0448,7,0.2602
risk_aware_robust_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.5493,0.0473,0.3656,0.0352,0.1871,0.0352,0.1310,0.0265,0.3844,0.0370,0.7750,0.0132,0.2423,0.0048,0.8963,0.0514,7,0.2942
risk_aware_robust_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.5000,0.0314,0.3690,0.0364,0.1650,0.0236,0.1463,0.0195,0.4065,0.0473,0.7809,0.0176,0.2415,0.0037,0.8902,0.0568,7,0.3333
risk_aware_robust_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.5000,0.0279,0.3401,0.0333,0.2075,0.0283,0.1071,0.0191,0.3741,0.0387,0.7740,0.0084,0.2384,0.0039,0.8682,0.0557,7,0.3248
risk_aware_robust_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.5238,0.0411,0.3435,0.0433,0.1786,0.0314,0.1037,0.0208,0.4048,0.0455,0.7850,0.0092,0.2430,0.0027,0.8404,0.0553,7,0.2959
risk_aware_robust_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.5119,0.0310,0.3793,0.0252,0.1854,0.0227,0.1173,0.0271,0.3486,0.0619,0.7724,0.0060,0.2413,0.0040,0.8907,0.0474,7,0.3656
risk_aware_robust_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,support_removal,0.5170,0.0356,0.3622,0.0363,0.1973,0.0480,0.1786,0.0394,0.3656,0.0248,0.7624,0.0041,0.2424,0.0067,0.9548,0.0662,7,0.3197
risk_aware_robust_replanner,delayed_change_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.5357,0.0478,0.3571,0.0722,0.1752,0.0393,0.1037,0.0150,0.3793,0.0281,0.7832,0.0182,0.2445,0.0047,0.8496,0.0799,7,0.2806
risk_aware_robust_replanner,delayed_change_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.5306,0.0410,0.4082,0.0387,0.2126,0.0230,0.1105,0.0359,0.3673,0.0442,0.7819,0.0131,0.2417,0.0045,0.9385,0.0507,7,0.3044
risk_aware_robust_replanner,delayed_change_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.5017,0.0389,0.3503,0.0243,0.2143,0.0274,0.1565,0.0148,0.3946,0.0537,0.7748,0.0064,0.2406,0.0025,0.9384,0.0335,7,0.3384
risk_aware_robust_replanner,delayed_change_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.5357,0.0509,0.3350,0.0230,0.1939,0.0304,0.0799,0.0296,0.3827,0.0316,0.7689,0.0102,0.2400,0.0024,0.8219,0.0521,7,0.2993
risk_aware_robust_replanner,delayed_change_shift,narrow_passage_bin_pick,passage_closure_opening,0.5255,0.0490,0.3673,0.0332,0.1888,0.0156,0.0816,0.0139,0.3776,0.0237,0.7670,0.0079,0.2423,0.0036,0.8480,0.0355,7,0.3146
risk_aware_robust_replanner,delayed_change_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.5476,0.0283,0.3333,0.0444,0.2160,0.0236,0.1259,0.0397,0.3605,0.0393,0.7646,0.0091,0.2429,0.0045,0.8959,0.0774,7,0.2755
risk_aware_robust_replanner,delayed_change_shift,narrow_passage_bin_pick,support_removal,0.5000,0.0228,0.3571,0.0345,0.2109,0.0174,0.1667,0.0310,0.4235,0.0404,0.7653,0.0138,0.2382,0.0032,0.9487,0.0578,7,0.3724
risk_aware_robust_replanner,delayed_change_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.5425,0.0175,0.3622,0.0264,0.2211,0.0329,0.1003,0.0221,0.3912,0.0358,0.7818,0.0150,0.2355,0.0047,0.8920,0.0435,7,0.2857
risk_aware_robust_replanner,delayed_change_shift,shelf_retrieval,kinematic_trap_creation,0.5119,0.0216,0.3639,0.0432,0.1956,0.0363,0.1071,0.0239,0.3469,0.0490,0.7685,0.0106,0.2417,0.0054,0.8787,0.0584,7,0.3503
risk_aware_robust_replanner,delayed_change_shift,shelf_retrieval,object_stack_dependency_flip,0.5340,0.0299,0.4099,0.0349,0.2211,0.0203,0.1633,0.0416,0.3946,0.0246,0.7711,0.0112,0.2477,0.0044,1.0107,0.0452,7,0.2823
risk_aware_robust_replanner,delayed_change_shift,shelf_retrieval,occlusion_reveal_hide,0.5204,0.0416,0.3316,0.0570,0.1582,0.0416,0.1020,0.0196,0.3895,0.0296,0.7715,0.0125,0.2419,0.0036,0.8049,0.0640,7,0.2925
risk_aware_robust_replanner,delayed_change_shift,shelf_retrieval,passage_closure_opening,0.5476,0.0455,0.3537,0.0410,0.1650,0.0257,0.0969,0.0294,0.4099,0.0602,0.7767,0.0109,0.2414,0.0044,0.8253,0.0601,7,0.3027
risk_aware_robust_replanner,delayed_change_shift,shelf_retrieval,reachable_component_split_merge,0.5867,0.0344,0.3673,0.0257,0.1837,0.0341,0.1293,0.0241,0.3554,0.0389,0.7676,0.0108,0.2477,0.0044,0.8977,0.0461,7,0.2721
risk_aware_robust_replanner,delayed_change_shift,shelf_retrieval,support_removal,0.5442,0.0434,0.3299,0.0460,0.1786,0.0255,0.1548,0.0539,0.4014,0.0422,0.7683,0.0124,0.2408,0.0037,0.8802,0.0763,7,0.3044
risk_aware_robust_replanner,delayed_change_shift,shelf_retrieval,tool_access_tunnel_blockage,0.5289,0.0634,0.3486,0.0403,0.1582,0.0337,0.1276,0.0202,0.3503,0.0410,0.7760,0.0115,0.2430,0.0032,0.8472,0.0481,7,0.3078
risk_aware_robust_replanner,delayed_change_shift,support_dependency_rearrangement,kinematic_trap_creation,0.5255,0.0439,0.3980,0.0190,0.2024,0.0269,0.1378,0.0243,0.4014,0.0521,0.7736,0.0115,0.2380,0.0059,0.9435,0.0435,7,0.3027
risk_aware_robust_replanner,delayed_change_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.5238,0.0239,0.3435,0.0285,0.1735,0.0384,0.1633,0.0403,0.3554,0.0389,0.7665,0.0102,0.2380,0.0037,0.8922,0.0631,7,0.3146
risk_aware_robust_replanner,delayed_change_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.5221,0.0528,0.3776,0.0174,0.2041,0.0224,0.1190,0.0161,0.3707,0.0172,0.7729,0.0144,0.2442,0.0018,0.9146,0.0409,7,0.2908
risk_aware_robust_replanner,delayed_change_shift,support_dependency_rearrangement,passage_closure_opening,0.5136,0.0386,0.3690,0.0478,0.2058,0.0377,0.0918,0.0268,0.4354,0.0381,0.7782,0.0193,0.2440,0.0051,0.8805,0.0403,7,0.2942
risk_aware_robust_replanner,delayed_change_shift,support_dependency_rearrangement,reachable_component_split_merge,0.5153,0.0498,0.3810,0.0239,0.1701,0.0282,0.1020,0.0238,0.3622,0.0452,0.7656,0.0100,0.2396,0.0053,0.8576,0.0408,7,0.3078
risk_aware_robust_replanner,delayed_change_shift,support_dependency_rearrangement,support_removal,0.5374,0.0402,0.3707,0.0487,0.2381,0.0292,0.1684,0.0351,0.3997,0.0367,0.7772,0.0105,0.2440,0.0064,0.9979,0.0729,7,0.2874
risk_aware_robust_replanner,delayed_change_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.5442,0.0751,0.3895,0.0237,0.1922,0.0320,0.1054,0.0213,0.3724,0.0366,0.7841,0.0139,0.2449,0.0041,0.8980,0.0382,7,0.2857
risk_aware_robust_replanner,embodiment_reach_shift,drawer_occluder_access,kinematic_trap_creation,0.4932,0.0387,0.3912,0.0316,0.1990,0.0373,0.1241,0.0203,0.4439,0.0416,0.6181,0.0077,0.2367,0.0038,0.9184,0.0605,7,0.4048
risk_aware_robust_replanner,embodiment_reach_shift,drawer_occluder_access,object_stack_dependency_flip,0.5085,0.0508,0.3520,0.0317,0.2075,0.0360,0.1310,0.0161,0.4082,0.0589,0.6175,0.0106,0.2387,0.0046,0.9036,0.0502,7,0.3486
risk_aware_robust_replanner,embodiment_reach_shift,drawer_occluder_access,occlusion_reveal_hide,0.5442,0.0403,0.3299,0.0363,0.1633,0.0309,0.1071,0.0371,0.4150,0.0281,0.6111,0.0130,0.2374,0.0050,0.8099,0.0321,7,0.2908
risk_aware_robust_replanner,embodiment_reach_shift,drawer_occluder_access,passage_closure_opening,0.5289,0.0400,0.3282,0.0254,0.1803,0.0336,0.1207,0.0343,0.4269,0.0252,0.6262,0.0133,0.2348,0.0046,0.8388,0.0136,7,0.3503
risk_aware_robust_replanner,embodiment_reach_shift,drawer_occluder_access,reachable_component_split_merge,0.5425,0.0413,0.3622,0.0441,0.1871,0.0263,0.1293,0.0436,0.3963,0.0337,0.6211,0.0090,0.2347,0.0026,0.8841,0.0547,7,0.3299
risk_aware_robust_replanner,embodiment_reach_shift,drawer_occluder_access,support_removal,0.5663,0.0160,0.3452,0.0444,0.2109,0.0243,0.1446,0.0236,0.4269,0.0224,0.6180,0.0112,0.2388,0.0048,0.9160,0.0419,7,0.3129
risk_aware_robust_replanner,embodiment_reach_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.5833,0.0423,0.3197,0.0369,0.1956,0.0426,0.0935,0.0213,0.4303,0.0445,0.6125,0.0165,0.2325,0.0044,0.8176,0.0264,7,0.2602
risk_aware_robust_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.5527,0.0337,0.3656,0.0434,0.2160,0.0206,0.1088,0.0224,0.4167,0.0338,0.6132,0.0092,0.2398,0.0060,0.9025,0.0381,7,0.3248
risk_aware_robust_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.5136,0.0402,0.3776,0.0325,0.1973,0.0432,0.1310,0.0239,0.4592,0.0321,0.6113,0.0115,0.2352,0.0021,0.9106,0.0729,7,0.3554
risk_aware_robust_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.5323,0.0538,0.3503,0.0333,0.1650,0.0402,0.0935,0.0193,0.4354,0.0397,0.6210,0.0107,0.2381,0.0035,0.8156,0.0645,7,0.3044
risk_aware_robust_replanner,embodiment_reach_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.5306,0.0416,0.3673,0.0482,0.2177,0.0506,0.1071,0.0222,0.4167,0.0414,0.6204,0.0103,0.2350,0.0024,0.8992,0.0683,7,0.3520
