method,split,task,family,mean_success,ci95_success,mean_invalid_plan,ci95_invalid_plan,mean_collision_trap,ci95_collision_trap,mean_support_failure,ci95_support_failure,mean_topology_f1,ci95_topology_f1,mean_detection_latency,ci95_detection_latency,mean_replan_cost,ci95_replan_cost,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
topological_slam_tamp,delayed_change_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.6071,0.0345,0.3588,0.0252,0.2211,0.0175,0.0782,0.0152,0.5170,0.0491,0.6919,0.0080,0.1899,0.0039,0.8203,0.0442,7,0.2092
topological_slam_tamp,delayed_change_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.6037,0.0287,0.3316,0.0343,0.1837,0.0160,0.1139,0.0133,0.5510,0.0400,0.6854,0.0064,0.1954,0.0050,0.7990,0.0430,7,0.2313
topological_slam_tamp,delayed_change_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.6054,0.0354,0.3214,0.0519,0.2211,0.0259,0.1327,0.0079,0.5272,0.0363,0.6878,0.0087,0.1911,0.0043,0.8468,0.0533,7,0.2347
topological_slam_tamp,delayed_change_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.6173,0.0187,0.3299,0.0428,0.1854,0.0175,0.1037,0.0313,0.5493,0.0267,0.6952,0.0136,0.1968,0.0041,0.7901,0.0577,7,0.2177
topological_slam_tamp,delayed_change_shift,narrow_passage_bin_pick,passage_closure_opening,0.5748,0.0460,0.3333,0.0310,0.1803,0.0200,0.0731,0.0224,0.5340,0.0271,0.6907,0.0171,0.1962,0.0046,0.7546,0.0417,7,0.2653
topological_slam_tamp,delayed_change_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.6139,0.0404,0.3214,0.0330,0.2296,0.0348,0.1173,0.0262,0.5493,0.0271,0.6928,0.0086,0.1947,0.0047,0.8437,0.0479,7,0.2092
topological_slam_tamp,delayed_change_shift,narrow_passage_bin_pick,support_removal,0.6054,0.0285,0.3112,0.0303,0.2449,0.0317,0.1378,0.0254,0.4881,0.0388,0.6853,0.0120,0.1956,0.0049,0.8742,0.0515,7,0.2670
topological_slam_tamp,delayed_change_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.6139,0.0387,0.3231,0.0396,0.1871,0.0304,0.0952,0.0364,0.5153,0.0580,0.6927,0.0151,0.1930,0.0037,0.7734,0.0239,7,0.2143
topological_slam_tamp,delayed_change_shift,shelf_retrieval,kinematic_trap_creation,0.5748,0.0610,0.2942,0.0471,0.1786,0.0310,0.1054,0.0187,0.5527,0.0345,0.6878,0.0098,0.1933,0.0035,0.7506,0.0544,7,0.2874
topological_slam_tamp,delayed_change_shift,shelf_retrieval,object_stack_dependency_flip,0.6122,0.0274,0.3044,0.0617,0.1752,0.0195,0.1378,0.0233,0.5459,0.0505,0.6878,0.0091,0.1964,0.0050,0.7925,0.0470,7,0.2041
topological_slam_tamp,delayed_change_shift,shelf_retrieval,occlusion_reveal_hide,0.5833,0.0338,0.3282,0.0221,0.1548,0.0407,0.0799,0.0195,0.5204,0.0452,0.6936,0.0160,0.1932,0.0048,0.7264,0.0486,7,0.2296
topological_slam_tamp,delayed_change_shift,shelf_retrieval,passage_closure_opening,0.5918,0.0220,0.3146,0.0367,0.1888,0.0336,0.0867,0.0237,0.5238,0.0572,0.6887,0.0117,0.1948,0.0045,0.7610,0.0546,7,0.2585
topological_slam_tamp,delayed_change_shift,shelf_retrieval,reachable_component_split_merge,0.6173,0.0382,0.3044,0.0283,0.1820,0.0380,0.1088,0.0246,0.5119,0.0411,0.6957,0.0083,0.1950,0.0053,0.7683,0.0464,7,0.2415
topological_slam_tamp,delayed_change_shift,shelf_retrieval,support_removal,0.6122,0.0278,0.2891,0.0309,0.2092,0.0269,0.1327,0.0518,0.5476,0.0496,0.6808,0.0093,0.1922,0.0054,0.8074,0.0654,7,0.2364
topological_slam_tamp,delayed_change_shift,shelf_retrieval,tool_access_tunnel_blockage,0.6378,0.0203,0.3044,0.0203,0.2024,0.0349,0.1003,0.0243,0.5017,0.0180,0.6908,0.0091,0.1943,0.0043,0.7810,0.0478,7,0.1990
topological_slam_tamp,delayed_change_shift,support_dependency_rearrangement,kinematic_trap_creation,0.5714,0.0507,0.3265,0.0313,0.2109,0.0344,0.0799,0.0182,0.5221,0.0312,0.7032,0.0126,0.1917,0.0029,0.7852,0.0501,7,0.2568
topological_slam_tamp,delayed_change_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.5799,0.0373,0.2891,0.0390,0.2041,0.0299,0.1241,0.0249,0.5595,0.0184,0.6947,0.0089,0.1922,0.0047,0.7928,0.0476,7,0.2585
topological_slam_tamp,delayed_change_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.5952,0.0461,0.2840,0.0343,0.2024,0.0423,0.0731,0.0139,0.5221,0.0336,0.6901,0.0083,0.1947,0.0042,0.7356,0.0577,7,0.2177
topological_slam_tamp,delayed_change_shift,support_dependency_rearrangement,passage_closure_opening,0.5986,0.0519,0.3350,0.0339,0.1990,0.0460,0.0884,0.0325,0.5340,0.0328,0.6829,0.0101,0.1907,0.0042,0.7872,0.0875,7,0.2092
topological_slam_tamp,delayed_change_shift,support_dependency_rearrangement,reachable_component_split_merge,0.5952,0.0269,0.3265,0.0254,0.2296,0.0248,0.1003,0.0168,0.5578,0.0332,0.6800,0.0141,0.1975,0.0029,0.8330,0.0322,7,0.2279
topological_slam_tamp,delayed_change_shift,support_dependency_rearrangement,support_removal,0.6344,0.0287,0.3571,0.0288,0.1990,0.0352,0.1480,0.0168,0.5510,0.0480,0.6886,0.0077,0.1909,0.0032,0.8687,0.0401,7,0.1905
topological_slam_tamp,delayed_change_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.5799,0.0406,0.3350,0.0281,0.2177,0.0397,0.0918,0.0189,0.5272,0.0329,0.6858,0.0090,0.1929,0.0045,0.8136,0.0609,7,0.2500
topological_slam_tamp,embodiment_reach_shift,drawer_occluder_access,kinematic_trap_creation,0.6224,0.0455,0.3333,0.0297,0.1939,0.0248,0.0918,0.0141,0.5782,0.0203,0.5357,0.0119,0.1860,0.0042,0.7791,0.0471,7,0.2755
topological_slam_tamp,embodiment_reach_shift,drawer_occluder_access,object_stack_dependency_flip,0.6293,0.0448,0.3146,0.0329,0.1922,0.0241,0.1293,0.0290,0.6071,0.0125,0.5337,0.0121,0.1870,0.0030,0.8015,0.0390,7,0.2279
topological_slam_tamp,embodiment_reach_shift,drawer_occluder_access,occlusion_reveal_hide,0.5799,0.0410,0.3197,0.0643,0.1514,0.0208,0.0952,0.0322,0.5595,0.0310,0.5403,0.0137,0.1945,0.0050,0.7327,0.0532,7,0.2551
topological_slam_tamp,embodiment_reach_shift,drawer_occluder_access,passage_closure_opening,0.5986,0.0383,0.2789,0.0496,0.1803,0.0276,0.0918,0.0159,0.5493,0.0372,0.5379,0.0071,0.1938,0.0031,0.7256,0.0662,7,0.2806
topological_slam_tamp,embodiment_reach_shift,drawer_occluder_access,reachable_component_split_merge,0.6173,0.0595,0.3061,0.0333,0.1990,0.0248,0.1156,0.0202,0.5680,0.0406,0.5460,0.0064,0.1898,0.0033,0.7903,0.0571,7,0.2551
topological_slam_tamp,embodiment_reach_shift,drawer_occluder_access,support_removal,0.6259,0.0475,0.3112,0.0382,0.1752,0.0195,0.1156,0.0208,0.5391,0.0208,0.5420,0.0165,0.1892,0.0038,0.7679,0.0572,7,0.2534
topological_slam_tamp,embodiment_reach_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.6037,0.0466,0.2704,0.0449,0.1531,0.0281,0.0680,0.0084,0.5901,0.0360,0.5262,0.0105,0.1933,0.0044,0.6630,0.0348,7,0.2398
topological_slam_tamp,embodiment_reach_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.6190,0.0353,0.3231,0.0382,0.1871,0.0377,0.0850,0.0213,0.5510,0.0296,0.5449,0.0102,0.1908,0.0040,0.7605,0.0621,7,0.2585
topological_slam_tamp,embodiment_reach_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.6156,0.0237,0.3146,0.0249,0.2075,0.0404,0.1207,0.0307,0.5629,0.0373,0.5421,0.0165,0.1873,0.0078,0.8098,0.0605,7,0.2534
topological_slam_tamp,embodiment_reach_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.6037,0.0304,0.2976,0.0244,0.1803,0.0457,0.0612,0.0148,0.5476,0.0411,0.5406,0.0109,0.1875,0.0041,0.7031,0.0603,7,0.2330
topological_slam_tamp,embodiment_reach_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.5901,0.0238,0.3129,0.0258,0.1956,0.0345,0.0850,0.0312,0.5697,0.0439,0.5326,0.0101,0.1919,0.0067,0.7623,0.0378,7,0.2925
topological_slam_tamp,embodiment_reach_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.5952,0.0292,0.3350,0.0439,0.1905,0.0288,0.1054,0.0230,0.5799,0.0237,0.5388,0.0080,0.1865,0.0035,0.7915,0.0654,7,0.2755
topological_slam_tamp,embodiment_reach_shift,mobile_manipulation_movable_obstacles,support_removal,0.5884,0.0363,0.2993,0.0389,0.2092,0.0296,0.1003,0.0221,0.5459,0.0312,0.5331,0.0093,0.1903,0.0045,0.7802,0.0591,7,0.2330
topological_slam_tamp,embodiment_reach_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.6293,0.0547,0.3248,0.0366,0.1905,0.0432,0.0833,0.0191,0.5663,0.0506,0.5272,0.0156,0.1922,0.0037,0.7654,0.0731,7,0.2483
topological_slam_tamp,embodiment_reach_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.5935,0.0369,0.3010,0.0282,0.1939,0.0359,0.0850,0.0187,0.5884,0.0221,0.5383,0.0047,0.1870,0.0048,0.7454,0.0248,7,0.2806
topological_slam_tamp,embodiment_reach_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.6310,0.0455,0.3265,0.0292,0.1752,0.0296,0.1276,0.0226,0.5306,0.0458,0.5370,0.0146,0.1937,0.0069,0.7979,0.0542,7,0.2466
topological_slam_tamp,embodiment_reach_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.6156,0.0348,0.3044,0.0345,0.1837,0.0397,0.1003,0.0227,0.5544,0.0333,0.5546,0.0059,0.1928,0.0041,0.7590,0.0438,7,0.2466
topological_slam_tamp,embodiment_reach_shift,narrow_passage_bin_pick,passage_closure_opening,0.5765,0.0264,0.3316,0.0372,0.2024,0.0184,0.0799,0.0248,0.5697,0.0257,0.5332,0.0143,0.1920,0.0044,0.7804,0.0389,7,0.3146
topological_slam_tamp,embodiment_reach_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.6480,0.0438,0.3673,0.0246,0.2330,0.0196,0.0952,0.0191,0.5850,0.0490,0.5462,0.0140,0.1906,0.0051,0.8591,0.0391,7,0.2177
topological_slam_tamp,embodiment_reach_shift,narrow_passage_bin_pick,support_removal,0.5765,0.0345,0.3197,0.0347,0.2007,0.0406,0.1156,0.0226,0.5918,0.0383,0.5423,0.0076,0.1897,0.0034,0.8036,0.0692,7,0.3112
topological_slam_tamp,embodiment_reach_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.5935,0.0535,0.3350,0.0369,0.1922,0.0386,0.0782,0.0296,0.5663,0.0341,0.5396,0.0133,0.1905,0.0057,0.7688,0.0858,7,0.2687
topological_slam_tamp,embodiment_reach_shift,shelf_retrieval,kinematic_trap_creation,0.6190,0.0585,0.2959,0.0320,0.1990,0.0268,0.0850,0.0294,0.5527,0.0475,0.5441,0.0115,0.1887,0.0043,0.7484,0.0587,7,0.2721
topological_slam_tamp,embodiment_reach_shift,shelf_retrieval,object_stack_dependency_flip,0.6173,0.0358,0.2823,0.0321,0.1888,0.0290,0.1446,0.0299,0.5561,0.0437,0.5402,0.0122,0.1872,0.0043,0.7866,0.0677,7,0.2466
topological_slam_tamp,embodiment_reach_shift,shelf_retrieval,occlusion_reveal_hide,0.5952,0.0279,0.2840,0.0471,0.1633,0.0202,0.0782,0.0112,0.5646,0.0564,0.5458,0.0164,0.1935,0.0043,0.6966,0.0269,7,0.2772
topological_slam_tamp,embodiment_reach_shift,shelf_retrieval,passage_closure_opening,0.5969,0.0554,0.2857,0.0326,0.1820,0.0304,0.0663,0.0123,0.5799,0.0304,0.5387,0.0091,0.1889,0.0031,0.7016,0.0642,7,0.2568
topological_slam_tamp,embodiment_reach_shift,shelf_retrieval,reachable_component_split_merge,0.6173,0.0497,0.3248,0.0403,0.1548,0.0228,0.0782,0.0254,0.5833,0.0438,0.5485,0.0114,0.1851,0.0030,0.7136,0.0311,7,0.2551
topological_slam_tamp,embodiment_reach_shift,shelf_retrieval,support_removal,0.6480,0.0233,0.3078,0.0520,0.1633,0.0359,0.1139,0.0203,0.5714,0.0330,0.5409,0.0056,0.1886,0.0052,0.7495,0.0876,7,0.2602
topological_slam_tamp,embodiment_reach_shift,shelf_retrieval,tool_access_tunnel_blockage,0.5969,0.0573,0.2789,0.0394,0.1480,0.0370,0.0816,0.0139,0.5867,0.0457,0.5472,0.0186,0.1909,0.0035,0.6765,0.0541,7,0.2602
topological_slam_tamp,embodiment_reach_shift,support_dependency_rearrangement,kinematic_trap_creation,0.6122,0.0292,0.3265,0.0317,0.2126,0.0427,0.0799,0.0141,0.5816,0.0433,0.5323,0.0166,0.1907,0.0054,0.7861,0.0617,7,0.2602
topological_slam_tamp,embodiment_reach_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.6139,0.0642,0.3061,0.0263,0.2007,0.0454,0.1190,0.0222,0.5578,0.0389,0.5412,0.0132,0.1930,0.0029,0.7990,0.0514,7,0.2262
topological_slam_tamp,embodiment_reach_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.6020,0.0243,0.3316,0.0495,0.1990,0.0174,0.0782,0.0123,0.5187,0.0491,0.5389,0.0143,0.1888,0.0039,0.7718,0.0437,7,0.2585
topological_slam_tamp,embodiment_reach_shift,support_dependency_rearrangement,passage_closure_opening,0.5799,0.0503,0.3112,0.0372,0.1820,0.0329,0.0782,0.0133,0.5612,0.0487,0.5462,0.0115,0.1893,0.0041,0.7361,0.0443,7,0.2823
topological_slam_tamp,embodiment_reach_shift,support_dependency_rearrangement,reachable_component_split_merge,0.6327,0.0418,0.3146,0.0160,0.2228,0.0344,0.1190,0.0330,0.5714,0.0322,0.5328,0.0104,0.1913,0.0034,0.8288,0.0544,7,0.1990
topological_slam_tamp,embodiment_reach_shift,support_dependency_rearrangement,support_removal,0.5969,0.0351,0.3146,0.0269,0.2092,0.0426,0.1463,0.0363,0.5289,0.0416,0.5319,0.0110,0.1873,0.0050,0.8384,0.0532,7,0.2891
topological_slam_tamp,embodiment_reach_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.6344,0.0496,0.3095,0.0216,0.1786,0.0306,0.0850,0.0224,0.5935,0.0362,0.5491,0.0149,0.1917,0.0042,0.7405,0.0461,7,0.2347
topological_slam_tamp,nominal,drawer_occluder_access,kinematic_trap_creation,0.6752,0.0533,0.2194,0.0243,0.1241,0.0274,0.0204,0.0150,0.6003,0.0496,0.4689,0.0103,0.1701,0.0035,0.5146,0.0405,7,0.1701
topological_slam_tamp,nominal,drawer_occluder_access,object_stack_dependency_flip,0.6735,0.0463,0.1888,0.0358,0.1156,0.0287,0.0459,0.0139,0.5799,0.0287,0.4712,0.0122,0.1639,0.0033,0.4998,0.0388,7,0.1667
topological_slam_tamp,nominal,drawer_occluder_access,occlusion_reveal_hide,0.6786,0.0297,0.1939,0.0337,0.1241,0.0168,0.0340,0.0139,0.5425,0.0278,0.4724,0.0074,0.1656,0.0031,0.5026,0.0381,7,0.1718
topological_slam_tamp,nominal,drawer_occluder_access,passage_closure_opening,0.6667,0.0269,0.1939,0.0363,0.1344,0.0317,0.0408,0.0086,0.6395,0.0493,0.4717,0.0050,0.1704,0.0049,0.5259,0.0650,7,0.1769
topological_slam_tamp,nominal,drawer_occluder_access,reachable_component_split_merge,0.6514,0.0428,0.2194,0.0341,0.1122,0.0278,0.0357,0.0255,0.6190,0.0367,0.4726,0.0163,0.1701,0.0034,0.5176,0.0392,7,0.2160
topological_slam_tamp,nominal,drawer_occluder_access,support_removal,0.6939,0.0437,0.2143,0.0532,0.1361,0.0404,0.0357,0.0161,0.6207,0.0362,0.4774,0.0185,0.1698,0.0037,0.5391,0.0735,7,0.1480
topological_slam_tamp,nominal,drawer_occluder_access,tool_access_tunnel_blockage,0.6633,0.0410,0.1871,0.0449,0.1190,0.0210,0.0374,0.0094,0.5918,0.0182,0.4801,0.0094,0.1748,0.0039,0.5040,0.0401,7,0.1854
topological_slam_tamp,nominal,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.6361,0.0370,0.2194,0.0377,0.1616,0.0243,0.0442,0.0189,0.5833,0.0391,0.4513,0.0110,0.1702,0.0073,0.5808,0.0361,7,0.2296
topological_slam_tamp,nominal,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.6837,0.0413,0.2211,0.0391,0.1327,0.0339,0.0442,0.0150,0.6378,0.0341,0.4739,0.0104,0.1699,0.0037,0.5502,0.0552,7,0.1973
topological_slam_tamp,nominal,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.6735,0.0321,0.1684,0.0307,0.1020,0.0133,0.0272,0.0098,0.5680,0.0397,0.4720,0.0144,0.1677,0.0060,0.4516,0.0265,7,0.1701
topological_slam_tamp,nominal,mobile_manipulation_movable_obstacles,passage_closure_opening,0.6956,0.0511,0.2517,0.0343,0.1548,0.0244,0.0272,0.0182,0.6071,0.0210,0.4839,0.0051,0.1697,0.0052,0.5825,0.0542,7,0.1582
topological_slam_tamp,nominal,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.6667,0.0388,0.2143,0.0297,0.1156,0.0232,0.0357,0.0169,0.6122,0.0203,0.4712,0.0087,0.1682,0.0027,0.5150,0.0540,7,0.1769
topological_slam_tamp,nominal,mobile_manipulation_movable_obstacles,support_removal,0.6786,0.0517,0.1922,0.0236,0.1412,0.0224,0.0510,0.0141,0.6003,0.0321,0.4596,0.0085,0.1685,0.0041,0.5407,0.0299,7,0.2313
topological_slam_tamp,nominal,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.6820,0.0278,0.2024,0.0306,0.1276,0.0390,0.0374,0.0187,0.6071,0.0447,0.4755,0.0091,0.1699,0.0040,0.5215,0.0372,7,0.1701
topological_slam_tamp,nominal,narrow_passage_bin_pick,kinematic_trap_creation,0.6752,0.0253,0.1956,0.0413,0.1276,0.0300,0.0340,0.0139,0.6020,0.0377,0.4738,0.0120,0.1683,0.0023,0.5105,0.0238,7,0.2058
topological_slam_tamp,nominal,narrow_passage_bin_pick,object_stack_dependency_flip,0.6752,0.0237,0.2211,0.0325,0.1701,0.0195,0.0425,0.0152,0.5850,0.0393,0.4674,0.0106,0.1676,0.0050,0.5872,0.0408,7,0.1667
topological_slam_tamp,nominal,narrow_passage_bin_pick,occlusion_reveal_hide,0.6412,0.0503,0.1871,0.0248,0.1156,0.0278,0.0289,0.0133,0.6020,0.0777,0.4804,0.0124,0.1750,0.0038,0.4916,0.0400,7,0.2194
topological_slam_tamp,nominal,narrow_passage_bin_pick,passage_closure_opening,0.6344,0.0498,0.1752,0.0329,0.1344,0.0226,0.0408,0.0160,0.5697,0.0339,0.4642,0.0123,0.1708,0.0059,0.5104,0.0437,7,0.2296
topological_slam_tamp,nominal,narrow_passage_bin_pick,reachable_component_split_merge,0.6514,0.0686,0.2177,0.0359,0.1276,0.0141,0.0408,0.0227,0.6310,0.0288,0.4684,0.0069,0.1658,0.0020,0.5340,0.0279,7,0.2262
topological_slam_tamp,nominal,narrow_passage_bin_pick,support_removal,0.6412,0.0328,0.2075,0.0203,0.1429,0.0135,0.0459,0.0148,0.6224,0.0268,0.4775,0.0078,0.1669,0.0050,0.5486,0.0405,7,0.2313
topological_slam_tamp,nominal,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.6310,0.0342,0.2143,0.0432,0.1395,0.0237,0.0391,0.0150,0.5816,0.0276,0.4708,0.0079,0.1708,0.0052,0.5474,0.0451,7,0.2024
topological_slam_tamp,nominal,shelf_retrieval,kinematic_trap_creation,0.6718,0.0227,0.2109,0.0400,0.1276,0.0202,0.0391,0.0122,0.5612,0.0351,0.4699,0.0172,0.1669,0.0051,0.5275,0.0511,7,0.2024
topological_slam_tamp,nominal,shelf_retrieval,object_stack_dependency_flip,0.6854,0.0243,0.2092,0.0233,0.1156,0.0309,0.0459,0.0061,0.5799,0.0296,0.4728,0.0132,0.1690,0.0039,0.5222,0.0342,7,0.1616
topological_slam_tamp,nominal,shelf_retrieval,occlusion_reveal_hide,0.7092,0.0374,0.2024,0.0367,0.1139,0.0175,0.0306,0.0100,0.6020,0.0278,0.4792,0.0105,0.1702,0.0021,0.4997,0.0209,7,0.1276
topological_slam_tamp,nominal,shelf_retrieval,passage_closure_opening,0.6939,0.0344,0.2109,0.0325,0.1429,0.0310,0.0221,0.0107,0.5952,0.0578,0.4767,0.0103,0.1658,0.0048,0.5254,0.0299,7,0.1769
topological_slam_tamp,nominal,shelf_retrieval,reachable_component_split_merge,0.6480,0.0458,0.1939,0.0329,0.1259,0.0259,0.0476,0.0144,0.5748,0.0366,0.4771,0.0170,0.1675,0.0042,0.5208,0.0399,7,0.2330
topological_slam_tamp,nominal,shelf_retrieval,support_removal,0.6735,0.0249,0.2262,0.0260,0.1173,0.0343,0.0476,0.0114,0.5731,0.0200,0.4741,0.0107,0.1657,0.0023,0.5370,0.0366,7,0.1769
topological_slam_tamp,nominal,shelf_retrieval,tool_access_tunnel_blockage,0.6514,0.0214,0.2075,0.0209,0.1259,0.0175,0.0272,0.0084,0.6020,0.0511,0.4725,0.0123,0.1675,0.0037,0.5109,0.0238,7,0.2041
topological_slam_tamp,nominal,support_dependency_rearrangement,kinematic_trap_creation,0.6633,0.0296,0.2347,0.0359,0.1122,0.0238,0.0476,0.0135,0.6395,0.0496,0.4700,0.0176,0.1721,0.0044,0.5450,0.0472,7,0.1990
topological_slam_tamp,nominal,support_dependency_rearrangement,object_stack_dependency_flip,0.7075,0.0384,0.2245,0.0193,0.1412,0.0358,0.0680,0.0348,0.6122,0.0419,0.4809,0.0130,0.1710,0.0044,0.5885,0.0674,7,0.1480
topological_slam_tamp,nominal,support_dependency_rearrangement,occlusion_reveal_hide,0.6803,0.0303,0.2092,0.0341,0.1361,0.0259,0.0289,0.0196,0.5867,0.0541,0.4856,0.0068,0.1682,0.0034,0.5260,0.0530,7,0.1429
topological_slam_tamp,nominal,support_dependency_rearrangement,passage_closure_opening,0.6412,0.0328,0.1803,0.0393,0.1327,0.0224,0.0306,0.0123,0.5969,0.0575,0.4748,0.0099,0.1676,0.0031,0.4989,0.0289,7,0.2245
topological_slam_tamp,nominal,support_dependency_rearrangement,reachable_component_split_merge,0.6854,0.0367,0.2109,0.0243,0.1463,0.0410,0.0442,0.0182,0.5731,0.0537,0.4678,0.0137,0.1699,0.0067,0.5565,0.0435,7,0.1684
topological_slam_tamp,nominal,support_dependency_rearrangement,support_removal,0.6701,0.0317,0.2109,0.0202,0.1156,0.0258,0.0442,0.0141,0.5986,0.0237,0.4732,0.0205,0.1697,0.0052,0.5226,0.0337,7,0.2007
topological_slam_tamp,nominal,support_dependency_rearrangement,tool_access_tunnel_blockage,0.6701,0.0359,0.2602,0.0372,0.1173,0.0079,0.0391,0.0253,0.6071,0.0338,0.4663,0.0057,0.1715,0.0046,0.5628,0.0396,7,0.1769
topological_slam_tamp,perception_noise_shift,drawer_occluder_access,kinematic_trap_creation,0.6480,0.0352,0.2602,0.0262,0.1735,0.0413,0.0782,0.0249,0.5204,0.0333,0.5226,0.0099,0.1916,0.0039,0.6858,0.0481,7,0.1990
topological_slam_tamp,perception_noise_shift,drawer_occluder_access,object_stack_dependency_flip,0.6071,0.0288,0.2738,0.0512,0.1837,0.0455,0.0935,0.0294,0.5085,0.0490,0.5183,0.0125,0.1910,0.0030,0.7239,0.0707,7,0.2143
topological_slam_tamp,perception_noise_shift,drawer_occluder_access,occlusion_reveal_hide,0.6003,0.0278,0.2347,0.0263,0.1667,0.0374,0.0714,0.0125,0.5425,0.0493,0.5164,0.0109,0.1907,0.0061,0.6485,0.0303,7,0.2126
topological_slam_tamp,perception_noise_shift,drawer_occluder_access,passage_closure_opening,0.5918,0.0329,0.2806,0.0360,0.1514,0.0291,0.0612,0.0236,0.5000,0.0297,0.5211,0.0128,0.1936,0.0033,0.6629,0.0454,7,0.2313
topological_slam_tamp,perception_noise_shift,drawer_occluder_access,reachable_component_split_merge,0.5935,0.0523,0.2738,0.0447,0.1633,0.0370,0.1088,0.0271,0.5289,0.0779,0.5117,0.0105,0.1901,0.0030,0.7167,0.0677,7,0.2364
topological_slam_tamp,perception_noise_shift,drawer_occluder_access,support_removal,0.6378,0.0381,0.2619,0.0322,0.1803,0.0230,0.1156,0.0300,0.5085,0.0466,0.5101,0.0145,0.1909,0.0030,0.7332,0.0506,7,0.1531
topological_slam_tamp,perception_noise_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.6310,0.0260,0.2585,0.0333,0.1412,0.0372,0.0646,0.0183,0.5136,0.0271,0.5196,0.0150,0.1892,0.0035,0.6320,0.0408,7,0.2109
topological_slam_tamp,perception_noise_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.5884,0.0404,0.2976,0.0364,0.1786,0.0184,0.0935,0.0156,0.5663,0.0441,0.5081,0.0061,0.1876,0.0030,0.7352,0.0403,7,0.2364
topological_slam_tamp,perception_noise_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.6310,0.0461,0.2449,0.0463,0.1871,0.0304,0.1259,0.0264,0.4881,0.0420,0.5155,0.0107,0.1898,0.0034,0.7359,0.0558,7,0.2211
topological_slam_tamp,perception_noise_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.6241,0.0337,0.2755,0.0303,0.1752,0.0278,0.0476,0.0176,0.5408,0.0400,0.5160,0.0135,0.1857,0.0054,0.6626,0.0467,7,0.1701
topological_slam_tamp,perception_noise_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.6327,0.0406,0.3078,0.0471,0.1565,0.0285,0.0714,0.0222,0.5255,0.0500,0.5153,0.0110,0.1910,0.0059,0.6997,0.0523,7,0.1905
topological_slam_tamp,perception_noise_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.5935,0.0376,0.2551,0.0363,0.1769,0.0276,0.0884,0.0190,0.5527,0.0381,0.5108,0.0141,0.1899,0.0025,0.6942,0.0496,7,0.2347
topological_slam_tamp,perception_noise_shift,mobile_manipulation_movable_obstacles,support_removal,0.6122,0.0317,0.2398,0.0324,0.1990,0.0287,0.1139,0.0333,0.5170,0.0493,0.5112,0.0104,0.1931,0.0047,0.7355,0.0621,7,0.1922
topological_slam_tamp,perception_noise_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.5816,0.0457,0.2687,0.0374,0.2143,0.0210,0.0510,0.0132,0.5000,0.0310,0.5341,0.0146,0.1924,0.0055,0.7101,0.0378,7,0.2415
topological_slam_tamp,perception_noise_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.6037,0.0195,0.3010,0.0552,0.1752,0.0195,0.0799,0.0232,0.5408,0.0374,0.5114,0.0178,0.1899,0.0057,0.7224,0.0539,7,0.2364
topological_slam_tamp,perception_noise_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.6276,0.0321,0.3044,0.0367,0.1837,0.0309,0.0969,0.0257,0.5000,0.0288,0.5200,0.0106,0.1899,0.0039,0.7525,0.0553,7,0.1871
